,point,Building,Equipment_Type,Sensor_Type
1316,ACAD.HHW.BLDGDP,ACAD,HHW,BLDGDP
1317,ACAD.HHW.Building Hot Water Flow,ACAD,HHW,Building Hot Water Flow
1318,ACAD.HHW.Building Hot Water Return Temp,ACAD,HHW,Building Hot Water Return Temp
1319,ACAD.HHW.Building Hot Water Supply Temp,ACAD,HHW,Building Hot Water Supply Temp
1320,ACAD.HHW.Building Hot Water Supply Temp Setpoint,ACAD,HHW,Building Hot Water Supply Temp Setpoint
1321,ACAD.HHW.EOLDP,ACAD,HHW,EOLDP
1322,ACAD.HHW.Hot Water Flow Switch,ACAD,HHW,Hot Water Flow Switch
1323,ACAD.HHW.MAXVLV,ACAD,HHW,MAXVLV
1324,ACAD.HHW.MBH,ACAD,HHW,MBH
1325,ACAD.HHW.Outside Air Temp,ACAD,HHW,Outside Air Temp
1326,ACAD.HHW.Pump 1 Speed,ACAD,HHW,Pump 1 Speed
1327,ACAD.HHW.Pump 1 Status,ACAD,HHW,Pump 1 Status
1328,ACAD.HHW.Pump 2 Speed,ACAD,HHW,Pump 2 Speed
1329,ACAD.HHW.Pump 2 Status,ACAD,HHW,Pump 2 Status
1330,ACAD.HHW.Steam Valve Position,ACAD,HHW,Steam Valve Position
1331,ACAD.HHW.THERMSH,ACAD,HHW,THERMSH
1438,AMRL.HHW.BLRCall,AMRL,HHW,BLRCall
1439,AMRL.HHW.Building Hot Water Return Temp,AMRL,HHW,Building Hot Water Return Temp
1440,AMRL.HHW.Building Hot Water Supply Temp,AMRL,HHW,Building Hot Water Supply Temp
1441,AMRL.HHW.Pump 1 Status,AMRL,HHW,Pump 1 Status
1453,AOB4.HHW.Building Hot Water Supply Temp Setpoint,AOB4,HHW,Building Hot Water Supply Temp Setpoint
1454,AOB4.HHW.HWS,AOB4,HHW,HWS
1455,AOB4.HHW.Outside Air Temp,AOB4,HHW,Outside Air Temp
1456,AOB4.HHW.Pump1_Call,AOB4,HHW,Pump1_Call
1457,AOB4.HHW.STMVLV,AOB4,HHW,STMVLV
2325,ARC.HHW.1STHWP,ARC,HHW,1STHWP
2326,ARC.HHW.2NDHWP,ARC,HHW,2NDHWP
2327,ARC.HHW.Building Hot Water Flow,ARC,HHW,Building Hot Water Flow
2328,ARC.HHW.Building Hot Water Return Temp,ARC,HHW,Building Hot Water Return Temp
2329,ARC.HHW.Building Hot Water Supply Temp,ARC,HHW,Building Hot Water Supply Temp
2330,ARC.HHW.Building Hot Water Supply Temp Setpoint,ARC,HHW,Building Hot Water Supply Temp Setpoint
2331,ARC.HHW.Call,ARC,HHW,Call
2332,ARC.HHW.DIFFTEMP,ARC,HHW,DIFFTEMP
2333,ARC.HHW.ENABLE,ARC,HHW,ENABLE
2334,ARC.HHW.FLOWSW,ARC,HHW,FLOWSW
2335,ARC.HHW.Hot Water Flow Switch,ARC,HHW,Hot Water Flow Switch
2336,ARC.HHW.HWCall,ARC,HHW,HWCall
2339,ARC.HHW.HWSSETPOINT,ARC,HHW,HWSSETPOINT
2340,ARC.HHW.MBH,ARC,HHW,MBH
2341,ARC.HHW.O1,ARC,HHW,O1
2342,ARC.HHW.O2,ARC,HHW,O2
2343,ARC.HHW.Outside Air Temp,ARC,HHW,Outside Air Temp
2344,ARC.HHW.OSACall,ARC,HHW,OSACall
2345,ARC.HHW.Outside Air Temp Virt,ARC,HHW,Outside Air Temp Virt
2346,ARC.HHW.Pump 1 Speed,ARC,HHW,Pump 1 Speed
2347,ARC.HHW.Pump 1 Status,ARC,HHW,Pump 1 Status
2348,ARC.HHW.Pump 2 Speed,ARC,HHW,Pump 2 Speed
2349,ARC.HHW.Pump 2 Status,ARC,HHW,Pump 2 Status
2350,ARC.HHW.Steam Flow Rate Rate,ARC,HHW,Steam Flow Rate Rate
2351,ARC.HHW.STMPREStart/Stop,ARC,HHW,STMPREStart/Stop
2352,ARC.HHW.STMTEMP,ARC,HHW,STMTEMP
2353,ARC.HHW.STMVLV1,ARC,HHW,STMVLV1
2354,ARC.HHW.STMVLV2,ARC,HHW,STMVLV2
2355,ARC.HHW.THERMS,ARC,HHW,THERMS
2356,ARC.HHW.Total Hot Water Flow,ARC,HHW,Total Hot Water Flow
2403,ARSM3.HHW.BOILER FAILURE,ARSM3,HHW,BOILER FAILURE
2404,ARSM3.HHW.BOILER STATUS,ARSM3,HHW,BOILER STATUS
2407,ARSM3.HHW.Pump 1 Status,ARSM3,HHW,Pump 1 Status
2408,ARSM3.HHW.Pump 2 Status,ARSM3,HHW,Pump 2 Status
2552,ART.HHW.BLDGDP,ART,HHW,BLDGDP
2553,ART.HHW.EOLDP SP,ART,HHW,EOLDP SP
2554,ART.HHW.Pump 1 Speed,ART,HHW,Pump 1 Speed
2555,ART.HHW.Pump 1 Status,ART,HHW,Pump 1 Status
2695,ARTX.HHW.Building Hot Water Return Temp,ARTX,HHW,Building Hot Water Return Temp
2696,ARTX.HHW.Building Hot Water Supply Temp,ARTX,HHW,Building Hot Water Supply Temp
2697,ARTX.HHW.CLS,ARTX,HHW,CLS
2698,ARTX.HHW.ENABLE,ARTX,HHW,ENABLE
2699,ARTX.HHW.Hot Water Flow Switch,ARTX,HHW,Hot Water Flow Switch
2700,ARTX.HHW.Pump 1 Status,ARTX,HHW,Pump 1 Status
2701,ARTX.HHW.Steam Valve Position,ARTX,HHW,Steam Valve Position
2805,ASMUN.HHW.Building Hot Water Return Temp,ASMUN,HHW,Building Hot Water Return Temp
2806,ASMUN.HHW.Building Hot Water Supply Temp,ASMUN,HHW,Building Hot Water Supply Temp
2807,ASMUN.HHW.Building Hot Water Supply Temp Setpoint,ASMUN,HHW,Building Hot Water Supply Temp Setpoint
2808,ASMUN.HHW.COND TEMP,ASMUN,HHW,COND TEMP
2809,ASMUN.HHW.Condensate Flow Rate,ASMUN,HHW,Condensate Flow Rate
2810,ASMUN.HHW.HEAT EXCH VALVE,ASMUN,HHW,HEAT EXCH VALVE
2811,ASMUN.HHW.Pump 1 Status,ASMUN,HHW,Pump 1 Status
2812,ASMUN.HHW.Pump 2 Status,ASMUN,HHW,Pump 2 Status
3709,Bainer.HHW.1/3 Steam Valve Position,Bainer,HHW,1/3 Steam Valve Position
3710,Bainer.HHW.2/3 Steam Valve Position,Bainer,HHW,2/3 Steam Valve Position
3711,Bainer.HHW.Building Hot Water Flow,Bainer,HHW,Building Hot Water Flow
3712,Bainer.HHW.Building Hot Water Return Temp,Bainer,HHW,Building Hot Water Return Temp
3713,Bainer.HHW.Building Hot Water Return Temp1,Bainer,HHW,Building Hot Water Return Temp1
3714,Bainer.HHW.Building Hot Water Supply Temp,Bainer,HHW,Building Hot Water Supply Temp
3715,Bainer.HHW.Building Hot Water Supply Temp Setpoint,Bainer,HHW,Building Hot Water Supply Temp Setpoint
3716,Bainer.HHW.ENABLE,Bainer,HHW,ENABLE
3717,Bainer.HHW.Hot Water Flow Switch,Bainer,HHW,Hot Water Flow Switch
3718,Bainer.HHW.HWS1,Bainer,HHW,HWS1
3719,Bainer.HHW.MBH,Bainer,HHW,MBH
3720,Bainer.HHW.Outside Air Enable,Bainer,HHW,Outside Air Enable
3721,Bainer.HHW.Outside Air Temp,Bainer,HHW,Outside Air Temp
3722,Bainer.HHW.Pump1_EOLDP,Bainer,HHW,Pump1_EOLDP
3723,Bainer.HHW.Pump1_EOLDP SP,Bainer,HHW,Pump1_EOLDP SP
3724,Bainer.HHW.Pump1_FAULT,Bainer,HHW,Pump1_FAULT
3725,Bainer.HHW.Pump1_KW,Bainer,HHW,Pump1_KW
3726,Bainer.HHW.Pump1_Start/Stop,Bainer,HHW,Pump1_Start/Stop
3727,Bainer.HHW.Pump2_EOLDP,Bainer,HHW,Pump2_EOLDP
3728,Bainer.HHW.Pump2_EOLDP SP,Bainer,HHW,Pump2_EOLDP SP
3729,Bainer.HHW.Pump2_FAULT,Bainer,HHW,Pump2_FAULT
3730,Bainer.HHW.Pump2_KW,Bainer,HHW,Pump2_KW
3731,Bainer.HHW.Pump2_Start/Stop,Bainer,HHW,Pump2_Start/Stop
3732,Bainer.HHW.Pump 1 Speed,Bainer,HHW,Pump 1 Speed
3733,Bainer.HHW.Pump 1 Speed  Feedback,Bainer,HHW,Pump 1 Speed  Feedback
3734,Bainer.HHW.Pump 1 Status,Bainer,HHW,Pump 1 Status
3735,Bainer.HHW.Pump 2 Speed,Bainer,HHW,Pump 2 Speed
3736,Bainer.HHW.Pump 2 Speed  Feedback,Bainer,HHW,Pump 2 Speed  Feedback
3737,Bainer.HHW.Pump 2 Status,Bainer,HHW,Pump 2 Status
3811,BIXB.HHW.ISOVLV,BIXB,HHW,ISOVLV
3812,BIXB.HHW.MODVLV,BIXB,HHW,MODVLV
3813,BIXB.HHW.MODVLVPOS,BIXB,HHW,MODVLVPOS
4373,BJ1.HHW.BLR1BAC_BLR ALARM,BJ1,HHW,BLR1BAC_BLR ALARM
4374,BJ1.HHW.BLR1BAC_SUP TEMP,BJ1,HHW,BLR1BAC_SUP TEMP
4375,BJ1.HHW.BLR2BAC_BLR ALARM,BJ1,HHW,BLR2BAC_BLR ALARM
4376,BJ1.HHW.BLR2BAC_RET TEMP,BJ1,HHW,BLR2BAC_RET TEMP
4377,BJ1.HHW.BLR2BAC_SUP TEMP,BJ1,HHW,BLR2BAC_SUP TEMP
4378,BJ1.HHW.Building Hot Water Return Temp,BJ1,HHW,Building Hot Water Return Temp
4379,BJ1.HHW.Building Hot Water Supply Temp,BJ1,HHW,Building Hot Water Supply Temp
4380,BJ1.HHW.Building Hot Water Supply Temp Setpoint,BJ1,HHW,Building Hot Water Supply Temp Setpoint
4381,BJ1.HHW.ENABLE,BJ1,HHW,ENABLE
4385,BJ1.HHW.LEADISOVLV,BJ1,HHW,LEADISOVLV
4387,BJ1.HHW.LEADPUMP,BJ1,HHW,LEADPUMP
4388,BJ1.HHW.Outside Air Temp Virt,BJ1,HHW,Outside Air Temp Virt
4389,BJ1.HHW.Pump 1 Status,BJ1,HHW,Pump 1 Status
4390,BJ1.HHW.Pump 2 Status,BJ1,HHW,Pump 2 Status
4391,BJ1.HHW.SEQ,BJ1,HHW,SEQ
7140,BRIG.HHW.BLDGDP,BRIG,HHW,BLDGDP
7141,BRIG.HHW.Building Hot Water Flow,BRIG,HHW,Building Hot Water Flow
7142,BRIG.HHW.Building Hot Water Return Temp,BRIG,HHW,Building Hot Water Return Temp
7143,BRIG.HHW.Building Hot Water Supply Temp,BRIG,HHW,Building Hot Water Supply Temp
7144,BRIG.HHW.Building Hot Water Supply Temp Setpoint,BRIG,HHW,Building Hot Water Supply Temp Setpoint
7145,BRIG.HHW.ENABLE,BRIG,HHW,ENABLE
7146,BRIG.HHW.EOLDP,BRIG,HHW,EOLDP
7147,BRIG.HHW.EOLDP SP,BRIG,HHW,EOLDP SP
7148,BRIG.HHW.Hot Water Flow Switch,BRIG,HHW,Hot Water Flow Switch
7149,BRIG.HHW.HWDIFF TEMP,BRIG,HHW,HWDIFF TEMP
7152,BRIG.HHW.HWP1_POWER,BRIG,HHW,HWP1_POWER
7155,BRIG.HHW.HWP2_POWER,BRIG,HHW,HWP2_POWER
7156,BRIG.HHW.Outside Air Enable,BRIG,HHW,Outside Air Enable
7157,BRIG.HHW.Outside Air Temp,BRIG,HHW,Outside Air Temp
7158,BRIG.HHW.Pump 1 Speed,BRIG,HHW,Pump 1 Speed
7159,BRIG.HHW.Pump 1 Status,BRIG,HHW,Pump 1 Status
7160,BRIG.HHW.Pump 2 Speed,BRIG,HHW,Pump 2 Speed
7161,BRIG.HHW.Pump 2 Status,BRIG,HHW,Pump 2 Status
7162,BRIG.HHW.Steam Valve Position,BRIG,HHW,Steam Valve Position
7517,BWFP.HHW.1ST STAGE,BWFP,HHW,1ST STAGE
7518,BWFP.HHW.2ND STAGE,BWFP,HHW,2ND STAGE
7521,BWFP.HHW.AVAILABLE,BWFP,HHW,AVAILABLE
7522,BWFP.HHW.Building Hot Water Return Temp,BWFP,HHW,Building Hot Water Return Temp
7523,BWFP.HHW.Building Hot Water Supply Temp,BWFP,HHW,Building Hot Water Supply Temp
7524,BWFP.HHW.Building Hot Water Supply Temp Setpoint,BWFP,HHW,Building Hot Water Supply Temp Setpoint
7525,BWFP.HHW.ENABLE,BWFP,HHW,ENABLE
7526,BWFP.HHW.EOLDPAVG,BWFP,HHW,EOLDPAVG
7527,BWFP.HHW.EOLDPO,BWFP,HHW,EOLDPO
7528,BWFP.HHW.EOLDPS,BWFP,HHW,EOLDPS
7529,BWFP.HHW.Heating Valve Output,BWFP,HHW,Heating Valve Output
7530,BWFP.HHW.HLCV,BWFP,HHW,HLCV
7531,BWFP.HHW.HLPV,BWFP,HHW,HLPV
7532,BWFP.HHW.Hot Water Flow Switch,BWFP,HHW,Hot Water Flow Switch
7533,BWFP.HHW.Hot Water FlowOK,BWFP,HHW,Hot Water FlowOK
7538,BWFP.HHW.HWSO,BWFP,HHW,HWSO
7539,BWFP.HHW.HX,BWFP,HHW,HX
7540,BWFP.HHW.HX 1/10,BWFP,HHW,HX 1/10
7541,BWFP.HHW.HX 1/10O,BWFP,HHW,HX 1/10O
7542,BWFP.HHW.HX 42379,BWFP,HHW,HX 42379
7543,BWFP.HHW.HX 42623,BWFP,HHW,HX 42623
7544,BWFP.HHW.HX 9/10,BWFP,HHW,HX 9/10
7545,BWFP.HHW.HX 9/10O,BWFP,HHW,HX 9/10O
7546,BWFP.HHW.HXO,BWFP,HHW,HXO
7547,BWFP.HHW.LLCV,BWFP,HHW,LLCV
7548,BWFP.HHW.LLPV,BWFP,HHW,LLPV
7549,BWFP.HHW.Outside Air Temp,BWFP,HHW,Outside Air Temp
7550,BWFP.HHW.Pump 1 Speed,BWFP,HHW,Pump 1 Speed
7551,BWFP.HHW.Pump 1 Status,BWFP,HHW,Pump 1 Status
7552,BWFP.HHW.Pump 2 Speed,BWFP,HHW,Pump 2 Speed
7553,BWFP.HHW.Pump 2 Status,BWFP,HHW,Pump 2 Status
7554,BWFP.HHW.Pump Speed,BWFP,HHW,Pump Speed
7555,BWFP.HHW.PUMPENABLE,BWFP,HHW,PUMPENABLE
7556,BWFP.HHW.SP HIGH,BWFP,HHW,SP HIGH
7557,BWFP.HHW.SP LOW,BWFP,HHW,SP LOW
7558,BWFP.HHW.ST,BWFP,HHW,ST
7559,BWFP.HHW.Steam Flow Rate,BWFP,HHW,Steam Flow Rate
7560,BWFP.HHW.Steam Flow RateOUT,BWFP,HHW,Steam Flow RateOUT
7561,BWFP.HHW.STEAMPSI,BWFP,HHW,STEAMPSI
7562,BWFP.HHW.STEAMTEMP,BWFP,HHW,STEAMTEMP
7563,BWFP.HHW.TC,BWFP,HHW,TC
8595,CHEM.HHW.1/3 Steam Valve Position,CHEM,HHW,1/3 Steam Valve Position
8596,CHEM.HHW.2/3 Steam Valve Position,CHEM,HHW,2/3 Steam Valve Position
8597,CHEM.HHW.BLDG DP,CHEM,HHW,BLDG DP
8598,CHEM.HHW.Building Hot Water Flow,CHEM,HHW,Building Hot Water Flow
8599,CHEM.HHW.Building Hot Water Return Temp,CHEM,HHW,Building Hot Water Return Temp
8600,CHEM.HHW.Building Hot Water Supply Temp,CHEM,HHW,Building Hot Water Supply Temp
8601,CHEM.HHW.Building Hot Water Supply Temp Setpoint,CHEM,HHW,Building Hot Water Supply Temp Setpoint
8602,CHEM.HHW.ENABLE,CHEM,HHW,ENABLE
8603,CHEM.HHW.EOLDP,CHEM,HHW,EOLDP
8604,CHEM.HHW.EOLDP SP,CHEM,HHW,EOLDP SP
8605,CHEM.HHW.Hot Water Flow Switch,CHEM,HHW,Hot Water Flow Switch
8606,CHEM.HHW.MBH,CHEM,HHW,MBH
8607,CHEM.HHW.Outside Air Enable,CHEM,HHW,Outside Air Enable
8608,CHEM.HHW.Outside Air Temp,CHEM,HHW,Outside Air Temp
8609,CHEM.HHW.Pump1_SVB,CHEM,HHW,Pump1_SVB
8610,CHEM.HHW.Pump 1 Speed,CHEM,HHW,Pump 1 Speed
8611,CHEM.HHW.Pump 1 Status,CHEM,HHW,Pump 1 Status
8612,CHEM.HHW.Pump 2 Speed,CHEM,HHW,Pump 2 Speed
8613,CHEM.HHW.Pump 2 Status,CHEM,HHW,Pump 2 Status
9446,CHEMX.HHW.BUILD DP,CHEMX,HHW,BUILD DP
9447,CHEMX.HHW.Building Hot Water Return Temp,CHEMX,HHW,Building Hot Water Return Temp
9448,CHEMX.HHW.Building Hot Water Supply Temp,CHEMX,HHW,Building Hot Water Supply Temp
9449,CHEMX.HHW.Building Hot Water Supply Temp Setpoint,CHEMX,HHW,Building Hot Water Supply Temp Setpoint
9450,CHEMX.HHW.ENABLE,CHEMX,HHW,ENABLE
9451,CHEMX.HHW.EOL DP,CHEMX,HHW,EOL DP
9452,CHEMX.HHW.EOLDP SP,CHEMX,HHW,EOLDP SP
9453,CHEMX.HHW.Hot Water Flow,CHEMX,HHW,Hot Water Flow
9454,CHEMX.HHW.Hot Water Flow Switch,CHEMX,HHW,Hot Water Flow Switch
9455,CHEMX.HHW.Hot Water Flow SwitchITCH,CHEMX,HHW,Hot Water Flow SwitchITCH
9461,CHEMX.HHW.Outside Air Enable,CHEMX,HHW,Outside Air Enable
9462,CHEMX.HHW.OA LOW,CHEMX,HHW,OA LOW
9463,CHEMX.HHW.Outside Air Temp,CHEMX,HHW,Outside Air Temp
9464,CHEMX.HHW.Pump 1 Speed,CHEMX,HHW,Pump 1 Speed
9465,CHEMX.HHW.Pump 1 Status,CHEMX,HHW,Pump 1 Status
9466,CHEMX.HHW.Pump 2 Speed,CHEMX,HHW,Pump 2 Speed
9467,CHEMX.HHW.Pump 2 Status,CHEMX,HHW,Pump 2 Status
9468,CHEMX.HHW.SP HIGH,CHEMX,HHW,SP HIGH
9469,CHEMX.HHW.SP LOW,CHEMX,HHW,SP LOW
9470,CHEMX.HHW.STMVLV1,CHEMX,HHW,STMVLV1
9471,CHEMX.HHW.STMVLV2,CHEMX,HHW,STMVLV2
11028,CRUS.HHW.Building Hot Water Flow,CRUS,HHW,Building Hot Water Flow
11029,CRUS.HHW.Building Hot Water Return Temp,CRUS,HHW,Building Hot Water Return Temp
11030,CRUS.HHW.Building Hot Water Supply Temp,CRUS,HHW,Building Hot Water Supply Temp
11031,CRUS.HHW.Building Hot Water Supply Temp Setpoint,CRUS,HHW,Building Hot Water Supply Temp Setpoint
11032,CRUS.HHW.Condensate Flow Rate,CRUS,HHW,Condensate Flow Rate
11033,CRUS.HHW.ENABLE,CRUS,HHW,ENABLE
11034,CRUS.HHW.EOLDP,CRUS,HHW,EOLDP
11035,CRUS.HHW.EOLDP SP,CRUS,HHW,EOLDP SP
11036,CRUS.HHW.Hot Water Flow Switch,CRUS,HHW,Hot Water Flow Switch
11038,CRUS.HHW.HWSO,CRUS,HHW,HWSO
11039,CRUS.HHW.HX1/3O,CRUS,HHW,HX1/3O
11040,CRUS.HHW.HX2/3O,CRUS,HHW,HX2/3O
11041,CRUS.HHW.Pump 1 Speed,CRUS,HHW,Pump 1 Speed
11042,CRUS.HHW.Pump 1 Status,CRUS,HHW,Pump 1 Status
11043,CRUS.HHW.Pump 2 Speed,CRUS,HHW,Pump 2 Speed
11044,CRUS.HHW.Pump 2 Status,CRUS,HHW,Pump 2 Status
11975,DH.HHW.1/3 Steam Valve Position,DH,HHW,1/3 Steam Valve Position
11976,DH.HHW.2/3 Steam Valve Position,DH,HHW,2/3 Steam Valve Position
11977,DH.HHW.Building Hot Water Flow,DH,HHW,Building Hot Water Flow
11978,DH.HHW.Building Hot Water Supply Temp Setpoint,DH,HHW,Building Hot Water Supply Temp Setpoint
11979,DH.HHW.COND TEMP,DH,HHW,COND TEMP
11980,DH.HHW.COND1 STATUS,DH,HHW,COND1 STATUS
11981,DH.HHW.COND2 STATUS,DH,HHW,COND2 STATUS
11982,DH.HHW.ENABLE,DH,HHW,ENABLE
11983,DH.HHW.EOLDP,DH,HHW,EOLDP
11984,DH.HHW.EOLDP SP,DH,HHW,EOLDP SP
11985,DH.HHW.Hot Water Return,DH,HHW,Hot Water Return
11986,DH.HHW.HWS,DH,HHW,HWS
11987,DH.HHW.MBH,DH,HHW,MBH
11988,DH.HHW.Outside Air Enable,DH,HHW,Outside Air Enable
11989,DH.HHW.Outside Air Temp,DH,HHW,Outside Air Temp
11990,DH.HHW.Pump1_Start/Stop,DH,HHW,Pump1_Start/Stop
11991,DH.HHW.Pump2_Start/Stop,DH,HHW,Pump2_Start/Stop
11992,DH.HHW.Pump 1 Speed,DH,HHW,Pump 1 Speed
11993,DH.HHW.Pump 1 Status,DH,HHW,Pump 1 Status
11994,DH.HHW.Pump 2 Speed,DH,HHW,Pump 2 Speed
11995,DH.HHW.Pump 2 Status,DH,HHW,Pump 2 Status
11996,DH.HHW.PUMP RET PSI,DH,HHW,PUMP RET PSI
11997,DH.HHW.PUMP SUP PSI,DH,HHW,PUMP SUP PSI
12113,DRAMA.HHW.BLDGDP,DRAMA,HHW,BLDGDP
12114,DRAMA.HHW.Building Hot Water Flow,DRAMA,HHW,Building Hot Water Flow
12115,DRAMA.HHW.Building Hot Water Return Temp,DRAMA,HHW,Building Hot Water Return Temp
12116,DRAMA.HHW.Building Hot Water Supply Temp,DRAMA,HHW,Building Hot Water Supply Temp
12117,DRAMA.HHW.Building Hot Water Supply Temp Setpoint,DRAMA,HHW,Building Hot Water Supply Temp Setpoint
12118,DRAMA.HHW.ENABLE,DRAMA,HHW,ENABLE
12119,DRAMA.HHW.EOLDP,DRAMA,HHW,EOLDP
12120,DRAMA.HHW.EOLDP SP,DRAMA,HHW,EOLDP SP
12122,DRAMA.HHW.Outside Air Enable,DRAMA,HHW,Outside Air Enable
12123,DRAMA.HHW.Outside Air Temp Virt,DRAMA,HHW,Outside Air Temp Virt
12124,DRAMA.HHW.Pump 1 Speed,DRAMA,HHW,Pump 1 Speed
12125,DRAMA.HHW.Pump 1 Status,DRAMA,HHW,Pump 1 Status
12126,DRAMA.HHW.STMVLV,DRAMA,HHW,STMVLV
14084,EPS.HHW.1/3 Steam Valve Position,EPS,HHW,1/3 Steam Valve Position
14085,EPS.HHW.1ST STAGE,EPS,HHW,1ST STAGE
14086,EPS.HHW.2/3 Steam Valve Position,EPS,HHW,2/3 Steam Valve Position
14087,EPS.HHW.2ND STAGE,EPS,HHW,2ND STAGE
14088,EPS.HHW.2PUMPREQ,EPS,HHW,2PUMPREQ
14089,EPS.HHW.AVAILABLE,EPS,HHW,AVAILABLE
14090,EPS.HHW.Building Hot Water Flow,EPS,HHW,Building Hot Water Flow
14091,EPS.HHW.Building Hot Water Return Temp,EPS,HHW,Building Hot Water Return Temp
14092,EPS.HHW.Building Hot Water Supply Temp,EPS,HHW,Building Hot Water Supply Temp
14093,EPS.HHW.Building Hot Water Supply Temp Setpoint,EPS,HHW,Building Hot Water Supply Temp Setpoint
14094,EPS.HHW.Condensate Flow Rate,EPS,HHW,Condensate Flow Rate
14095,EPS.HHW.DELTA_T,EPS,HHW,DELTA_T
14096,EPS.HHW.ENABLE,EPS,HHW,ENABLE
14097,EPS.HHW.ENERGY RATE,EPS,HHW,ENERGY RATE
14098,EPS.HHW.EOLDP,EPS,HHW,EOLDP
14099,EPS.HHW.EOLDPAVG,EPS,HHW,EOLDPAVG
14100,EPS.HHW.EOLDPO,EPS,HHW,EOLDPO
14101,EPS.HHW.EOLDPS,EPS,HHW,EOLDPS
14102,EPS.HHW.Heating Valve Output,EPS,HHW,Heating Valve Output
14103,EPS.HHW.HEX 1/3O,EPS,HHW,HEX 1/3O
14104,EPS.HHW.HEX 2/3O,EPS,HHW,HEX 2/3O
14105,EPS.HHW.HEX 42372,EPS,HHW,HEX 42372
14106,EPS.HHW.HEX 42403,EPS,HHW,HEX 42403
14107,EPS.HHW.Hot Water Flow Switch,EPS,HHW,Hot Water Flow Switch
14108,EPS.HHW.Hot Water FlowOK,EPS,HHW,Hot Water FlowOK
14111,EPS.HHW.HWP1_CURRENT,EPS,HHW,HWP1_CURRENT
14112,EPS.HHW.HWP1_DRIVE KWH,EPS,HHW,HWP1_DRIVE KWH
14113,EPS.HHW.HWP1_FREQ OUTPUT,EPS,HHW,HWP1_FREQ OUTPUT
14114,EPS.HHW.HWP1_PCT OUTPUT,EPS,HHW,HWP1_PCT OUTPUT
14115,EPS.HHW.HWP1_POWER,EPS,HHW,HWP1_POWER
14118,EPS.HHW.HWP2_CURRENT,EPS,HHW,HWP2_CURRENT
14119,EPS.HHW.HWP2_DRIVE KWH,EPS,HHW,HWP2_DRIVE KWH
14120,EPS.HHW.HWP2_FREQ OUTPUT,EPS,HHW,HWP2_FREQ OUTPUT
14121,EPS.HHW.HWP2_PCT OUTPUT,EPS,HHW,HWP2_PCT OUTPUT
14122,EPS.HHW.HWP2_POWER,EPS,HHW,HWP2_POWER
14123,EPS.HHW.HWSO,EPS,HHW,HWSO
14124,EPS.HHW.LEADPUMP,EPS,HHW,LEADPUMP
14125,EPS.HHW.Outside Air Enable,EPS,HHW,Outside Air Enable
14126,EPS.HHW.Outside Air Temp,EPS,HHW,Outside Air Temp
14127,EPS.HHW.Pump 1 Speed,EPS,HHW,Pump 1 Speed
14128,EPS.HHW.Pump 1 Status,EPS,HHW,Pump 1 Status
14129,EPS.HHW.Pump 2 Speed,EPS,HHW,Pump 2 Speed
14130,EPS.HHW.Pump 2 Status,EPS,HHW,Pump 2 Status
14131,EPS.HHW.PUMPENABLE,EPS,HHW,PUMPENABLE
14132,EPS.HHW.VOLUME RATE,EPS,HHW,VOLUME RATE
14208,EU2.HHW.Building Hot Water Flow,EU2,HHW,Building Hot Water Flow
14209,EU2.HHW.Building Hot Water Return Temp,EU2,HHW,Building Hot Water Return Temp
14210,EU2.HHW.Building Hot Water Supply Temp,EU2,HHW,Building Hot Water Supply Temp
14211,EU2.HHW.MBH,EU2,HHW,MBH
14212,EU2.HHW.THERMSH,EU2,HHW,THERMSH
14227,EU3.HHW.Building Hot Water Flow,EU3,HHW,Building Hot Water Flow
14228,EU3.HHW.Hot Water Return,EU3,HHW,Hot Water Return
14229,EU3.HHW.HWS,EU3,HHW,HWS
14230,EU3.HHW.MBH,EU3,HHW,MBH
14383,FDPD.HHW.AHU ENABLE,FDPD,HHW,AHU ENABLE
14384,FDPD.HHW.AHU Heating Valve Output ENABLE,FDPD,HHW,AHU Heating Valve Output ENABLE
14385,FDPD.HHW.AHU HWP ENABLE,FDPD,HHW,AHU HWP ENABLE
14386,FDPD.HHW.AHU Outside Air Enable,FDPD,HHW,AHU Outside Air Enable
14387,FDPD.HHW.Building Hot Water Return Temp,FDPD,HHW,Building Hot Water Return Temp
14388,FDPD.HHW.Building Hot Water Supply Temp,FDPD,HHW,Building Hot Water Supply Temp
14389,FDPD.HHW.Building Hot Water Supply Temp Setpoint,FDPD,HHW,Building Hot Water Supply Temp Setpoint
14390,FDPD.HHW.ENABLE,FDPD,HHW,ENABLE
14391,FDPD.HHW.HWP10,FDPD,HHW,HWP10
14392,FDPD.HHW.HWP5,FDPD,HHW,HWP5
14393,FDPD.HHW.Outside Air Temp,FDPD,HHW,Outside Air Temp
14394,FDPD.HHW.STMVLVO,FDPD,HHW,STMVLVO
14395,FDPD.HHW.UH ENABLE,FDPD,HHW,UH ENABLE
14415,FOOD.HHW.Pump 1 Status,FOOD,HHW,Pump 1 Status
14603,FOODSCI.HHW.Building Hot Water Flow,FOODSCI,HHW,Building Hot Water Flow
14604,FOODSCI.HHW.Building Hot Water Return Temp,FOODSCI,HHW,Building Hot Water Return Temp
14605,FOODSCI.HHW.Building Hot Water Supply Temp,FOODSCI,HHW,Building Hot Water Supply Temp
14606,FOODSCI.HHW.Building Hot Water Supply Temp Setpoint,FOODSCI,HHW,Building Hot Water Supply Temp Setpoint
