,point,Building,Equipment_Type,Sensor_Type
1255,ACAD.CHW.BRIDGE,ACAD,CHW,BRIDGE
1256,ACAD.CHW.BTONS,ACAD,CHW,BTONS
1257,ACAD.CHW.Building Chilled Water Flow,ACAD,CHW,Building Chilled Water Flow
1258,ACAD.CHW.Building Chilled Water Return Temp,ACAD,CHW,Building Chilled Water Return Temp
1259,ACAD.CHW.Building Chilled Water Supply Temp,ACAD,CHW,Building Chilled Water Supply Temp
1260,ACAD.CHW.Building Chilled Water Supply Temp Sp,ACAD,CHW,Building Chilled Water Supply Temp Sp
1261,ACAD.CHW.Pump1_SPEED,ACAD,CHW,Pump1_SPEED
1262,ACAD.CHW.Pump1_Start/Stop,ACAD,CHW,Pump1_Start/Stop
1263,ACAD.CHW.Pump2_SPEED,ACAD,CHW,Pump2_SPEED
1264,ACAD.CHW.Pump2_Start/Stop,ACAD,CHW,Pump2_Start/Stop
1265,ACAD.CHW.ECONOMIZER,ACAD,CHW,ECONOMIZER
1266,ACAD.CHW.EOLDP,ACAD,CHW,EOLDP
1267,ACAD.CHW.EOLDP SP,ACAD,CHW,EOLDP SP
1268,ACAD.CHW.EOLDPSP,ACAD,CHW,EOLDPSP
1269,ACAD.CHW.Loop Chilled Water Return Temp,ACAD,CHW,Loop Chilled Water Return Temp
1270,ACAD.CHW.Loop Chilled Water Return Temp Sp,ACAD,CHW,Loop Chilled Water Return Temp Sp
1271,ACAD.CHW.Loop Chilled Water Supply Temp,ACAD,CHW,Loop Chilled Water Supply Temp
1272,ACAD.CHW.Loop Chilled Water Supply Temp Sp,ACAD,CHW,Loop Chilled Water Supply Temp Sp
1273,ACAD.CHW.LOOP DP,ACAD,CHW,LOOP DP
1274,ACAD.CHW.MAX CCO,ACAD,CHW,MAX CCO
1443,AOB4.CHW.Building Chilled Water Return Temp,AOB4,CHW,Building Chilled Water Return Temp
1444,AOB4.CHW.Building Chilled Water Supply Temp,AOB4,CHW,Building Chilled Water Supply Temp
1445,AOB4.CHW.Building Chilled Water Supply Temp Sp,AOB4,CHW,Building Chilled Water Supply Temp Sp
1446,AOB4.CHW.DIVERTING,AOB4,CHW,DIVERTING
1447,AOB4.CHW.ECONOMIZER,AOB4,CHW,ECONOMIZER
1448,AOB4.CHW.Loop Chilled Water Supply Temp,AOB4,CHW,Loop Chilled Water Supply Temp
1449,AOB4.CHW.Outside Air Temp,AOB4,CHW,Outside Air Temp
1450,AOB4.CHW.Pump1_Call,AOB4,CHW,Pump1_Call
1451,AOB4.CHW.Pump1_Start/Stop,AOB4,CHW,Pump1_Start/Stop
2240,ARC.CHW.1ST STAGE,ARC,CHW,1ST STAGE
2241,ARC.CHW.2ND STAGE,ARC,CHW,2ND STAGE
2242,ARC.CHW.BLDGDP2,ARC,CHW,BLDGDP2
2243,ARC.CHW.BLDGDP3,ARC,CHW,BLDGDP3
2244,ARC.CHW.BOTHPUMPS,ARC,CHW,BOTHPUMPS
2245,ARC.CHW.BRIDGE,ARC,CHW,BRIDGE
2246,ARC.CHW.BRIDGEPOS,ARC,CHW,BRIDGEPOS
2250,ARC.CHW.Building Chilled Water Flow,ARC,CHW,Building Chilled Water Flow
2251,ARC.CHW.Building Chilled Water Return Temp,ARC,CHW,Building Chilled Water Return Temp
2252,ARC.CHW.Building Chilled Water Supply Temp,ARC,CHW,Building Chilled Water Supply Temp
2253,ARC.CHW.Call,ARC,CHW,Call
2254,ARC.CHW.CHVLOOP,ARC,CHW,CHVLOOP
2255,ARC.CHW.CHWP,ARC,CHW,CHWP
2257,ARC.CHW.CHWP3,ARC,CHW,CHWP3
2258,ARC.CHW.Pump3_SPEED,ARC,CHW,Pump3_SPEED
2259,ARC.CHW.Pump3_Start/Stop,ARC,CHW,Pump3_Start/Stop
2260,ARC.CHW.CHWP3VFDSPEED,ARC,CHW,CHWP3VFDSPEED
2261,ARC.CHW.CHWP4,ARC,CHW,CHWP4
2262,ARC.CHW.Pump4_SPEED,ARC,CHW,Pump4_SPEED
2263,ARC.CHW.Pump4_Start/Stop,ARC,CHW,Pump4_Start/Stop
2264,ARC.CHW.CHWP4VFDSPEED,ARC,CHW,CHWP4VFDSPEED
2265,ARC.CHW.CHWPBYPAStart/Stop,ARC,CHW,CHWPBYPAStart/Stop
2266,ARC.CHW.CHWPLEAD,ARC,CHW,CHWPLEAD
2267,ARC.CHW.DPSETPOINT,ARC,CHW,DPSETPOINT
2268,ARC.CHW.ECONOMIZER,ARC,CHW,ECONOMIZER
2269,ARC.CHW.ECONOMIZERPOS,ARC,CHW,ECONOMIZERPOS
2270,ARC.CHW.ECONOSIG,ARC,CHW,ECONOSIG
2271,ARC.CHW.ENABLE,ARC,CHW,ENABLE
2272,ARC.CHW.Loop Chilled Water Flow,ARC,CHW,Loop Chilled Water Flow
2273,ARC.CHW.Loop Chilled Water Return Temp,ARC,CHW,Loop Chilled Water Return Temp
2274,ARC.CHW.Loop Chilled Water Supply Temp,ARC,CHW,Loop Chilled Water Supply Temp
2275,ARC.CHW.Loop Chilled Water Supply Temp Sp,ARC,CHW,Loop Chilled Water Supply Temp Sp
2276,ARC.CHW.LOOPDP,ARC,CHW,LOOPDP
2277,ARC.CHW.OA ENABLE,ARC,CHW,OA ENABLE
2278,ARC.CHW.Outside Air Temp,ARC,CHW,Outside Air Temp
2279,ARC.CHW.Outside Air Temp Virt,ARC,CHW,Outside Air Temp Virt
2280,ARC.CHW.Pump3__DRIVE KWH,ARC,CHW,Pump3__DRIVE KWH
2281,ARC.CHW.Pump3__FREQ OUTPUT,ARC,CHW,Pump3__FREQ OUTPUT
2282,ARC.CHW.Pump3__POWER,ARC,CHW,Pump3__POWER
2283,ARC.CHW.Pump3__SPEED,ARC,CHW,Pump3__SPEED
2284,ARC.CHW.Pump4__DRIVE KWH,ARC,CHW,Pump4__DRIVE KWH
2285,ARC.CHW.Pump4__FREQ OUTPUT,ARC,CHW,Pump4__FREQ OUTPUT
2286,ARC.CHW.Pump4__POWER,ARC,CHW,Pump4__POWER
2287,ARC.CHW.Pump4__SPEED,ARC,CHW,Pump4__SPEED
2288,ARC.CHW.TONS,ARC,CHW,TONS
2289,ARC.CHW.VFDO,ARC,CHW,VFDO
2391,ARSM3.CHW.Pump1_Start/Stop,ARSM3,CHW,Pump1_Start/Stop
2392,ARSM3.CHW.Pump2_Start/Stop,ARSM3,CHW,Pump2_Start/Stop
2494,ART.CHW.BLDGDP,ART,CHW,BLDGDP
2495,ART.CHW.Pump1_SPEED,ART,CHW,Pump1_SPEED
2496,ART.CHW.Pump1_Start/Stop,ART,CHW,Pump1_Start/Stop
2497,ART.CHW.EOLDP SP,ART,CHW,EOLDP SP
2679,ARTX.CHW.BRIDGE,ARTX,CHW,BRIDGE
2680,ARTX.CHW.BRIDGEPOS,ARTX,CHW,BRIDGEPOS
2681,ARTX.CHW.Building Chilled Water Return Temp,ARTX,CHW,Building Chilled Water Return Temp
2682,ARTX.CHW.Building Chilled Water Supply Temp,ARTX,CHW,Building Chilled Water Supply Temp
2683,ARTX.CHW.Pump1_Start/Stop,ARTX,CHW,Pump1_Start/Stop
2684,ARTX.CHW.CHWSTG1,ARTX,CHW,CHWSTG1
2685,ARTX.CHW.CHWSTG2,ARTX,CHW,CHWSTG2
2686,ARTX.CHW.ECONOMIZER,ARTX,CHW,ECONOMIZER
2687,ARTX.CHW.ECONOMIZERPOS,ARTX,CHW,ECONOMIZERPOS
2688,ARTX.CHW.EOLDP,ARTX,CHW,EOLDP
2689,ARTX.CHW.LFLOW,ARTX,CHW,LFLOW
2690,ARTX.CHW.Loop Chilled Water Return Temp,ARTX,CHW,Loop Chilled Water Return Temp
2691,ARTX.CHW.Loop Chilled Water Supply Temp,ARTX,CHW,Loop Chilled Water Supply Temp
2692,ARTX.CHW.SETPT,ARTX,CHW,SETPT
2693,ARTX.CHW.VLVENAB,ARTX,CHW,VLVENAB
2787,ASMUN.CHW.Building Chilled Water Return Temp,ASMUN,CHW,Building Chilled Water Return Temp
2788,ASMUN.CHW.Building Chilled Water Return Temp Sp,ASMUN,CHW,Building Chilled Water Return Temp Sp
2789,ASMUN.CHW.Building Chilled Water Supply Temp,ASMUN,CHW,Building Chilled Water Supply Temp
2790,ASMUN.CHW.Building Chilled Water Supply Temp Sp,ASMUN,CHW,Building Chilled Water Supply Temp Sp
2791,ASMUN.CHW.ECONOMIZER,ASMUN,CHW,ECONOMIZER
2792,ASMUN.CHW.Loop Chilled Water Flow,ASMUN,CHW,Loop Chilled Water Flow
2793,ASMUN.CHW.Loop Chilled Water Return Temp,ASMUN,CHW,Loop Chilled Water Return Temp
2794,ASMUN.CHW.Loop Chilled Water Supply Temp,ASMUN,CHW,Loop Chilled Water Supply Temp
3673,Bainer.CHW.BRIDGE,Bainer,CHW,BRIDGE
3674,Bainer.CHW.BTONS,Bainer,CHW,BTONS
3675,Bainer.CHW.Building Chilled Water Flow,Bainer,CHW,Building Chilled Water Flow
3676,Bainer.CHW.Building Chilled Water Return Temp,Bainer,CHW,Building Chilled Water Return Temp
3677,Bainer.CHW.Building Chilled Water Return Temp 1,Bainer,CHW,Building Chilled Water Return Temp 1
3678,Bainer.CHW.Building Chilled Water Return Temp Sp,Bainer,CHW,Building Chilled Water Return Temp Sp
3679,Bainer.CHW.Building Chilled Water Supply Temp,Bainer,CHW,Building Chilled Water Supply Temp
3680,Bainer.CHW.Building Chilled Water Supply Temp 2,Bainer,CHW,Building Chilled Water Supply Temp 2
3681,Bainer.CHW.Building Chilled Water Supply Temp Sp,Bainer,CHW,Building Chilled Water Supply Temp Sp
3682,Bainer.CHW.Building Chilled Water Supply Temp Sp 2,Bainer,CHW,Building Chilled Water Supply Temp Sp 2
3683,Bainer.CHW.ECONOMIZER,Bainer,CHW,ECONOMIZER
3684,Bainer.CHW.ENABLE,Bainer,CHW,ENABLE
3685,Bainer.CHW.LFLOW,Bainer,CHW,LFLOW
3686,Bainer.CHW.Loop Chilled Water Return Temp,Bainer,CHW,Loop Chilled Water Return Temp
3687,Bainer.CHW.Loop Chilled Water Return Temp 1,Bainer,CHW,Loop Chilled Water Return Temp 1
3688,Bainer.CHW.Loop Chilled Water Return Temp Sp,Bainer,CHW,Loop Chilled Water Return Temp Sp
3689,Bainer.CHW.Loop Chilled Water Supply Temp,Bainer,CHW,Loop Chilled Water Supply Temp
3690,Bainer.CHW.Loop Chilled Water Supply Temp 1,Bainer,CHW,Loop Chilled Water Supply Temp 1
3691,Bainer.CHW.Loop Chilled Water Supply Temp Sp,Bainer,CHW,Loop Chilled Water Supply Temp Sp
3692,Bainer.CHW.LOOPDP,Bainer,CHW,LOOPDP
3693,Bainer.CHW.LTONS,Bainer,CHW,LTONS
3694,Bainer.CHW.OA ENABLE,Bainer,CHW,OA ENABLE
3695,Bainer.CHW.Outside Air Temp,Bainer,CHW,Outside Air Temp
3696,Bainer.CHW.Pump1_EOLDP,Bainer,CHW,Pump1_EOLDP
3697,Bainer.CHW.Pump1_EOLDP SP,Bainer,CHW,Pump1_EOLDP SP
3698,Bainer.CHW.Pump1_KW,Bainer,CHW,Pump1_KW
3699,Bainer.CHW.Pump1_SPEED,Bainer,CHW,Pump1_SPEED
3700,Bainer.CHW.Pump1_SPEED FB,Bainer,CHW,Pump1_SPEED FB
3701,Bainer.CHW.Pump2_EOLDP,Bainer,CHW,Pump2_EOLDP
3702,Bainer.CHW.Pump2_EOLDP SP,Bainer,CHW,Pump2_EOLDP SP
3703,Bainer.CHW.Pump2_KW,Bainer,CHW,Pump2_KW
3704,Bainer.CHW.Pump2_SPEED,Bainer,CHW,Pump2_SPEED
3705,Bainer.CHW.Pump2_SPEED FB,Bainer,CHW,Pump2_SPEED FB
3789,BIXB.CHW.BLGDPQ,BIXB,CHW,BLGDPQ
3790,BIXB.CHW.BLGDPSP,BIXB,CHW,BLGDPSP
3791,BIXB.CHW.BRIDGE,BIXB,CHW,BRIDGE
3792,BIXB.CHW.BRIDGEPOS,BIXB,CHW,BRIDGEPOS
3794,BIXB.CHW.CHWPBYPAStart/Stop,BIXB,CHW,CHWPBYPAStart/Stop
3795,BIXB.CHW.CHWSSETPOINT,BIXB,CHW,CHWSSETPOINT
3796,BIXB.CHW.DP1STAGELOW,BIXB,CHW,DP1STAGELOW
3797,BIXB.CHW.ECONOMIZER,BIXB,CHW,ECONOMIZER
3798,BIXB.CHW.ECONOMIZERPOS,BIXB,CHW,ECONOMIZERPOS
3799,BIXB.CHW.Loop Chilled Water Return Temp,BIXB,CHW,Loop Chilled Water Return Temp
3800,BIXB.CHW.Loop Chilled Water Return Temp Sp,BIXB,CHW,Loop Chilled Water Return Temp Sp
3801,BIXB.CHW.Loop Chilled Water Supply Temp,BIXB,CHW,Loop Chilled Water Supply Temp
3802,BIXB.CHW.Loop Chilled Water Supply Temp Sp,BIXB,CHW,Loop Chilled Water Supply Temp Sp
3803,BIXB.CHW.LOOPDP,BIXB,CHW,LOOPDP
3804,BIXB.CHW.LOOPFLOW,BIXB,CHW,LOOPFLOW
4318,BJ1.CHW.CH1BAC_CHLR RUNNING,BJ1,CHW,CH1BAC_CHLR RUNNING
4323,BJ1.CHW.CH2BAC_CHLR RUNNING,BJ1,CHW,CH2BAC_CHLR RUNNING
4324,BJ1.CHW.CH2BAC_CHW SETPT,BJ1,CHW,CH2BAC_CHW SETPT
4325,BJ1.CHW.ENABLE,BJ1,CHW,ENABLE
4327,BJ1.CHW.Loop Chilled Water Return Temp,BJ1,CHW,Loop Chilled Water Return Temp
4328,BJ1.CHW.Loop Chilled Water Supply Temp,BJ1,CHW,Loop Chilled Water Supply Temp
4329,BJ1.CHW.Loop Chilled Water Supply Temp Sp,BJ1,CHW,Loop Chilled Water Supply Temp Sp
4330,BJ1.CHW.OA ENABLE,BJ1,CHW,OA ENABLE
4331,BJ1.CHW.Outside Air Temp Virt,BJ1,CHW,Outside Air Temp Virt
4332,BJ1.CHW.SEQ,BJ1,CHW,SEQ
7117,BRIG.CHW.BCHW_DIFF_TEMP,BRIG,CHW,BCHW_DIFF_TEMP
7118,BRIG.CHW.Building Chilled Water Flow,BRIG,CHW,Building Chilled Water Flow
7119,BRIG.CHW.Building Chilled Water Return Temp,BRIG,CHW,Building Chilled Water Return Temp
7120,BRIG.CHW.Building Chilled Water Supply Temp,BRIG,CHW,Building Chilled Water Supply Temp
7121,BRIG.CHW.Building Chilled Water Supply Temp Sp,BRIG,CHW,Building Chilled Water Supply Temp Sp
7122,BRIG.CHW.Pump1_CURRENT,BRIG,CHW,Pump1_CURRENT
7123,BRIG.CHW.Pump1_FEEDBACK,BRIG,CHW,Pump1_FEEDBACK
7124,BRIG.CHW.Pump1_SPEED,BRIG,CHW,Pump1_SPEED
7125,BRIG.CHW.Pump1_Start/Stop,BRIG,CHW,Pump1_Start/Stop
7126,BRIG.CHW.Pump2_SPEED,BRIG,CHW,Pump2_SPEED
7127,BRIG.CHW.Pump2_Start/Stop,BRIG,CHW,Pump2_Start/Stop
7128,BRIG.CHW.CHWP2_CURRENT,BRIG,CHW,CHWP2_CURRENT
7129,BRIG.CHW.CHWP2_POWER,BRIG,CHW,CHWP2_POWER
7130,BRIG.CHW.ECONOMIZER,BRIG,CHW,ECONOMIZER
7131,BRIG.CHW.ENABLE,BRIG,CHW,ENABLE
7132,BRIG.CHW.EOLDP,BRIG,CHW,EOLDP
7133,BRIG.CHW.EOLDP SP,BRIG,CHW,EOLDP SP
7134,BRIG.CHW.LCHW_DIFF_TEMP,BRIG,CHW,LCHW_DIFF_TEMP
7135,BRIG.CHW.Loop Chilled Water Flow,BRIG,CHW,Loop Chilled Water Flow
7136,BRIG.CHW.Loop Chilled Water Return Temp,BRIG,CHW,Loop Chilled Water Return Temp
7137,BRIG.CHW.Loop Chilled Water Supply Temp,BRIG,CHW,Loop Chilled Water Supply Temp
7138,BRIG.CHW.OA ENABLE,BRIG,CHW,OA ENABLE
7139,BRIG.CHW.Outside Air Temp,BRIG,CHW,Outside Air Temp
7409,BWFP.CHW.1ST STAGE,BWFP,CHW,1ST STAGE
7410,BWFP.CHW.2ND STAGE,BWFP,CHW,2ND STAGE
7411,BWFP.CHW.3RD STAGE,BWFP,CHW,3RD STAGE
7417,BWFP.CHW.BAVGFLOW,BWFP,CHW,BAVGFLOW
7418,BWFP.CHW.BCHWDT,BWFP,CHW,BCHWDT
7419,BWFP.CHW.BCHWSO,BWFP,CHW,BCHWSO
7420,BWFP.CHW.BCHWUSAGE,BWFP,CHW,BCHWUSAGE
7421,BWFP.CHW.BRIDGE,BWFP,CHW,BRIDGE
7422,BWFP.CHW.BRIDGEO,BWFP,CHW,BRIDGEO
7423,BWFP.CHW.BTONS,BWFP,CHW,BTONS
7425,BWFP.CHW.BTU1_DELTA TEMP,BWFP,CHW,BTU1_DELTA TEMP
7426,BWFP.CHW.BTU1_ENERGY RATE,BWFP,CHW,BTU1_ENERGY RATE
7427,BWFP.CHW.BTU1_OPRATINGMODE,BWFP,CHW,BTU1_OPRATINGMODE
7428,BWFP.CHW.BTU1_RETURNTEMP,BWFP,CHW,BTU1_RETURNTEMP
7429,BWFP.CHW.BTU1_SUPPLYTEMP,BWFP,CHW,BTU1_SUPPLYTEMP
7430,BWFP.CHW.BTU1_VOLUME RATE,BWFP,CHW,BTU1_VOLUME RATE
7431,BWFP.CHW.Building Chilled Water Flow,BWFP,CHW,Building Chilled Water Flow
7432,BWFP.CHW.Building Chilled Water Return Temp,BWFP,CHW,Building Chilled Water Return Temp
7433,BWFP.CHW.Building Chilled Water Supply Temp,BWFP,CHW,Building Chilled Water Supply Temp
7434,BWFP.CHW.Building Chilled Water Supply Temp Sp,BWFP,CHW,Building Chilled Water Supply Temp Sp
7435,BWFP.CHW.Pump1_SPEED,BWFP,CHW,Pump1_SPEED
7436,BWFP.CHW.Pump1_SPEEDO,BWFP,CHW,Pump1_SPEEDO
7437,BWFP.CHW.Pump1_Start/Stop,BWFP,CHW,Pump1_Start/Stop
7438,BWFP.CHW.Pump1_STATUS,BWFP,CHW,Pump1_STATUS
7439,BWFP.CHW.CHWP1ALARM,BWFP,CHW,CHWP1ALARM
7440,BWFP.CHW.Pump2_SPEED,BWFP,CHW,Pump2_SPEED
7441,BWFP.CHW.Pump2_SPEEDO,BWFP,CHW,Pump2_SPEEDO
7442,BWFP.CHW.Pump2_Start/Stop,BWFP,CHW,Pump2_Start/Stop
7443,BWFP.CHW.Pump2_STATUS,BWFP,CHW,Pump2_STATUS
7444,BWFP.CHW.CHWP2ALARM,BWFP,CHW,CHWP2ALARM
7445,BWFP.CHW.ECONOMIZER,BWFP,CHW,ECONOMIZER
7446,BWFP.CHW.ECONOMIZERO,BWFP,CHW,ECONOMIZERO
7447,BWFP.CHW.ENABLE,BWFP,CHW,ENABLE
7448,BWFP.CHW.EOLDPAVG,BWFP,CHW,EOLDPAVG
7449,BWFP.CHW.EOLDPO,BWFP,CHW,EOLDPO
7450,BWFP.CHW.EOLDPS,BWFP,CHW,EOLDPS
7451,BWFP.CHW.MINFLOW,BWFP,CHW,MINFLOW
7452,BWFP.CHW.MINFLOWSP,BWFP,CHW,MINFLOWSP
7453,BWFP.CHW.Outside Air Temp,BWFP,CHW,Outside Air Temp
7454,BWFP.CHW.PUMPENABLE,BWFP,CHW,PUMPENABLE
7758,CCAH.CHW.DP,CCAH,CHW,DP
8566,CHEM.CHW.BLDG DP,CHEM,CHW,BLDG DP
8567,CHEM.CHW.BRIDGE,CHEM,CHW,BRIDGE
8568,CHEM.CHW.BTONS,CHEM,CHW,BTONS
8569,CHEM.CHW.Building Chilled Water Flow,CHEM,CHW,Building Chilled Water Flow
8570,CHEM.CHW.Building Chilled Water Return Temp,CHEM,CHW,Building Chilled Water Return Temp
8571,CHEM.CHW.Building Chilled Water Supply Temp,CHEM,CHW,Building Chilled Water Supply Temp
8572,CHEM.CHW.Building Chilled Water Supply Temp Sp,CHEM,CHW,Building Chilled Water Supply Temp Sp
8573,CHEM.CHW.ECONO DP,CHEM,CHW,ECONO DP
8574,CHEM.CHW.ECONOMIZER,CHEM,CHW,ECONOMIZER
8575,CHEM.CHW.ENABLE,CHEM,CHW,ENABLE
8576,CHEM.CHW.EOLDP,CHEM,CHW,EOLDP
8577,CHEM.CHW.EOLDP SP,CHEM,CHW,EOLDP SP
8578,CHEM.CHW.Loop Chilled Water Return Temp,CHEM,CHW,Loop Chilled Water Return Temp
8579,CHEM.CHW.Loop Chilled Water Return Temp Sp,CHEM,CHW,Loop Chilled Water Return Temp Sp
8580,CHEM.CHW.Loop Chilled Water Supply Temp,CHEM,CHW,Loop Chilled Water Supply Temp
8581,CHEM.CHW.Loop Chilled Water Supply Temp Sp,CHEM,CHW,Loop Chilled Water Supply Temp Sp
8582,CHEM.CHW.LOOP DP,CHEM,CHW,LOOP DP
8584,CHEM.CHW.LTONS,CHEM,CHW,LTONS
8585,CHEM.CHW.OA ENABLE,CHEM,CHW,OA ENABLE
8586,CHEM.CHW.Outside Air Temp,CHEM,CHW,Outside Air Temp
8587,CHEM.CHW.Pump1_SPEED,CHEM,CHW,Pump1_SPEED
8588,CHEM.CHW.Pump1_Start/Stop,CHEM,CHW,Pump1_Start/Stop
8589,CHEM.CHW.Pump1_SVB,CHEM,CHW,Pump1_SVB
8590,CHEM.CHW.Pump2_SPEED,CHEM,CHW,Pump2_SPEED
8591,CHEM.CHW.Pump2_Start/Stop,CHEM,CHW,Pump2_Start/Stop
8592,CHEM.CHW.Pump2_SVB,CHEM,CHW,Pump2_SVB
9423,CHEMX.CHW.BRIDGE,CHEMX,CHW,BRIDGE
9424,CHEMX.CHW.BUILD DP,CHEMX,CHW,BUILD DP
9425,CHEMX.CHW.Building Chilled Water Flow,CHEMX,CHW,Building Chilled Water Flow
9426,CHEMX.CHW.Building Chilled Water Return Temp,CHEMX,CHW,Building Chilled Water Return Temp
9427,CHEMX.CHW.Building Chilled Water Supply Temp,CHEMX,CHW,Building Chilled Water Supply Temp
9428,CHEMX.CHW.Building Chilled Water Supply Temp Sp,CHEMX,CHW,Building Chilled Water Supply Temp Sp
9429,CHEMX.CHW.Pump1_SPEED,CHEMX,CHW,Pump1_SPEED
9430,CHEMX.CHW.Pump1_Start/Stop,CHEMX,CHW,Pump1_Start/Stop
9431,CHEMX.CHW.Pump2_SPEED,CHEMX,CHW,Pump2_SPEED
9432,CHEMX.CHW.Pump2_Start/Stop,CHEMX,CHW,Pump2_Start/Stop
9433,CHEMX.CHW.ECONOMIZER,CHEMX,CHW,ECONOMIZER
9434,CHEMX.CHW.ENABLE,CHEMX,CHW,ENABLE
9435,CHEMX.CHW.EOL DP,CHEMX,CHW,EOL DP
9436,CHEMX.CHW.EOLDP SP,CHEMX,CHW,EOLDP SP
9437,CHEMX.CHW.Loop Chilled Water Flow,CHEMX,CHW,Loop Chilled Water Flow
9438,CHEMX.CHW.Loop Chilled Water Return Temp,CHEMX,CHW,Loop Chilled Water Return Temp
9439,CHEMX.CHW.Loop Chilled Water Return Temp Sp,CHEMX,CHW,Loop Chilled Water Return Temp Sp
9440,CHEMX.CHW.Loop Chilled Water Supply Temp,CHEMX,CHW,Loop Chilled Water Supply Temp
9441,CHEMX.CHW.Loop Chilled Water Supply Temp Sp,CHEMX,CHW,Loop Chilled Water Supply Temp Sp
9442,CHEMX.CHW.LOOP DP,CHEMX,CHW,LOOP DP
9443,CHEMX.CHW.Outside Air Temp,CHEMX,CHW,Outside Air Temp
9476,COLEB.CHW.Building Chilled Water Return Temp Sp,COLEB,CHW,Building Chilled Water Return Temp Sp
9477,COLEB.CHW.Building Chilled Water Supply Temp,COLEB,CHW,Building Chilled Water Supply Temp
9478,COLEB.CHW.Building Chilled Water Supply Temp Sp,COLEB,CHW,Building Chilled Water Supply Temp Sp
9483,COLEB.CHW.Loop Chilled Water Flow,COLEB,CHW,Loop Chilled Water Flow
9484,COLEB.CHW.Loop Chilled Water Return Temp,COLEB,CHW,Loop Chilled Water Return Temp
9485,COLEB.CHW.Loop Chilled Water Supply Temp,COLEB,CHW,Loop Chilled Water Supply Temp
9921,CONT.CHW.Building Chilled Water Flow,CONT,CHW,Building Chilled Water Flow
9922,CONT.CHW.Call,CONT,CHW,Call
9923,CONT.CHW.CH1,CONT,CHW,CH1
9925,CONT.CHW.CH1Pump1,CONT,CHW,CH1Pump1
9926,CONT.CHW.CH1RESET,CONT,CHW,CH1RESET
9927,CONT.CHW.CH1STATUS,CONT,CHW,CH1STATUS
9928,CONT.CHW.CH1SYS,CONT,CHW,CH1SYS
9929,CONT.CHW.CH2,CONT,CHW,CH2
9931,CONT.CHW.CH2Pump2,CONT,CHW,CH2Pump2
9932,CONT.CHW.CH2RESET,CONT,CHW,CH2RESET
9933,CONT.CHW.CH2STATUS,CONT,CHW,CH2STATUS
9934,CONT.CHW.CH2SYS,CONT,CHW,CH2SYS
9935,CONT.CHW.CH2VLV,CONT,CHW,CH2VLV
9936,CONT.CHW.Loop Chilled Water Return Temp,CONT,CHW,Loop Chilled Water Return Temp
9937,CONT.CHW.Loop Chilled Water Supply Temp,CONT,CHW,Loop Chilled Water Supply Temp
9938,CONT.CHW.LoopDP,CONT,CHW,LoopDP
9939,CONT.CHW.LOOPSPT,CONT,CHW,LOOPSPT
9940,CONT.CHW.MINVFDSIG,CONT,CHW,MINVFDSIG
9941,CONT.CHW.Outside Air TempCallTEMP,CONT,CHW,Outside Air TempCallTEMP
9942,CONT.CHW.Pump1_PRF,CONT,CHW,Pump1_PRF
9943,CONT.CHW.Pump2_PRF,CONT,CHW,Pump2_PRF
9944,CONT.CHW.Pump3_,CONT,CHW,Pump3_
9945,CONT.CHW.Pump3_SPEED,CONT,CHW,Pump3_SPEED
9946,CONT.CHW.Pump4_,CONT,CHW,Pump4_
9947,CONT.CHW.Pump4_SPEED,CONT,CHW,Pump4_SPEED
9948,CONT.CHW.RESET,CONT,CHW,RESET
9952,CONT.CHW.VFDSIG,CONT,CHW,VFDSIG
10964,CRUS.CHW.BRIDGE,CRUS,CHW,BRIDGE
10965,CRUS.CHW.BTONS,CRUS,CHW,BTONS
10967,CRUS.CHW.BTU1_DELTA TEMP,CRUS,CHW,BTU1_DELTA TEMP
10968,CRUS.CHW.BTU1_ENERGY RATE,CRUS,CHW,BTU1_ENERGY RATE
10969,CRUS.CHW.BTU1_OPRATINGMODE,CRUS,CHW,BTU1_OPRATINGMODE
10970,CRUS.CHW.BTU1_RETURNTEMP,CRUS,CHW,BTU1_RETURNTEMP
10971,CRUS.CHW.BTU1_SUPPLYTEMP,CRUS,CHW,BTU1_SUPPLYTEMP
10972,CRUS.CHW.BTU1_VOLUME RATE,CRUS,CHW,BTU1_VOLUME RATE
10973,CRUS.CHW.Building Chilled Water Flow,CRUS,CHW,Building Chilled Water Flow
10974,CRUS.CHW.Building Chilled Water Return Temp,CRUS,CHW,Building Chilled Water Return Temp
10975,CRUS.CHW.Building Chilled Water Supply Temp,CRUS,CHW,Building Chilled Water Supply Temp
10976,CRUS.CHW.Building Chilled Water Supply Temp Sp,CRUS,CHW,Building Chilled Water Supply Temp Sp
10979,CRUS.CHW.Pump1_SPEED,CRUS,CHW,Pump1_SPEED
10980,CRUS.CHW.Pump1_Start/Stop,CRUS,CHW,Pump1_Start/Stop
10981,CRUS.CHW.Pump1_STATUS,CRUS,CHW,Pump1_STATUS
10982,CRUS.CHW.Pump2_SPEED,CRUS,CHW,Pump2_SPEED
10983,CRUS.CHW.Pump2_Start/Stop,CRUS,CHW,Pump2_Start/Stop
10984,CRUS.CHW.Pump2_STATUS,CRUS,CHW,Pump2_STATUS
10985,CRUS.CHW.CLGEN,CRUS,CHW,CLGEN
10986,CRUS.CHW.ECONOMIZER,CRUS,CHW,ECONOMIZER
10987,CRUS.CHW.ENABLE,CRUS,CHW,ENABLE
